Batch_ID,Time_Minutes,Phase,Temperature_C,Pressure_Bar,Humidity_Percent,Motor_Speed_RPM,Compression_Force_kN,Flow_Rate_LPM,Power_Consumption_kW,Vibration_mm_s
T059,0,Preparation,26.92487324695255,1.063865591576589,46.69952368361054,144.94671634629006,13.794855809146808,5.6488242772576385,1.890919341421738,0.1407343090318672
T059,1,Preparation,24.71358982449625,0.9228605605476016,42.93782814209134,144.94671634629006,13.794855809146808,5.6488242772576385,1.771389472589057,0.15313279357481
T059,2,Preparation,25.44988271418352,0.8957073986508528,47.31979509614467,144.94671634629006,13.794855809146808,5.6488242772576385,1.519323849906294,0.1340763981280445
T059,3,Preparation,26.30757275013705,0.9269224471813992,45.10844422856491,144.94671634629006,13.794855809146808,5.6488242772576385,2.554863583523325,0.0387164708029748
T059,4,Preparation,23.71220609384396,0.9894291445154112,44.69098974326036,144.94671634629006,13.794855809146808,5.6488242772576385,2.086583916480247,0.1433872013142986
T059,5,Preparation,24.49085860231494,1.003148528602418,45.13644652413397,144.94671634629006,13.794855809146808,5.6488242772576385,3.136994387842918,0.0346815354122148
T059,6,Preparation,21.68411371470664,0.909455483207175,44.32375974666486,144.94671634629006,13.794855809146808,5.6488242772576385,1.964944325542681,0.0183702016047363
T059,7,Preparation,26.1817619290987,1.123211972420764,44.24030914907642,144.94671634629006,13.794855809146808,5.6488242772576385,2.824933485723544,0.0724573181772956
T059,8,Preparation,24.41858709904042,0.8278963673920008,45.93262595183831,144.94671634629006,13.794855809146808,5.6488242772576385,1.300764686476691,0.1762300142677863
T059,9,Preparation,24.22864616890582,0.9953059460699224,45.70955875005054,144.94671634629006,13.794855809146808,5.6488242772576385,1.978384905100684,0.2258066879424261
T059,10,Preparation,25.42522876809547,0.996886355120297,46.08514434327488,144.94671634629006,13.794855809146808,5.6488242772576385,1.690800760203874,0.0992311451836716
T059,11,Preparation,24.85094672826056,0.9948961166419048,46.51014801607774,144.94671634629006,13.794855809146808,5.6488242772576385,2.295154779639064,0.1592327476601343
T059,12,Preparation,24.53043498640886,1.04089244173298,49.34379566914418,144.94671634629006,13.794855809146808,5.6488242772576385,1.614425929097466,0.0742590023593288
T059,13,Preparation,25.55307192649345,1.002551273642065,46.29271111678518,144.94671634629006,13.794855809146808,5.6488242772576385,1.902332651722683,0.0634928249633506
T059,14,Preparation,25.2431590617151,1.238081168577613,46.20777463111072,144.94671634629006,13.794855809146808,5.6488242772576385,2.409889027073109,0.1857424988846862
T059,15,Preparation,25.55592298701634,1.046501819763413,44.72211501899209,144.94671634629006,13.794855809146808,5.6488242772576385,1.455881794455312,0.1021347754039939
T059,16,Granulation,60.20748131093507,1.061402809612722,53.17179567150917,149.3765187380503,13.794855809146808,5.136345724282573,10.59372079376442,1.936844399866979
T059,17,Granulation,60.66356287973158,1.161016310124013,60.16624384354341,162.7784864861069,13.794855809146808,5.757008794825818,12.68879606972111,2.405110935485736
T059,18,Granulation,61.32411842611274,1.274421448461135,53.52159194766823,151.3825081786223,13.794855809146808,6.088586728107738,15.03757620028212,2.845726544463283
T059,19,Granulation,61.63688951135905,1.135266254781203,53.40326599924272,153.6334721364054,13.794855809146808,5.709558068906085,12.79177406460209,2.882252503763862
T059,20,Granulation,60.8456295298613,1.167734767418958,59.36306072016917,168.343672895056,13.794855809146808,5.220942194670974,11.47694679883717,2.547328371571824
T059,21,Granulation,61.30805628325854,1.073649228172901,64.7240634583247,143.7075265336149,13.794855809146808,5.039122252611887,15.72398632064709,2.460487467225792
T059,22,Granulation,60.96283939219634,1.121785525100504,46.10823670936821,151.8826520989496,13.794855809146808,4.965281284088938,13.72665116225857,2.641202520846738
T059,23,Granulation,60.70042308666378,1.352583738245586,53.42474074328382,156.9639318641866,13.794855809146808,4.982741218686819,18.79189372409261,2.741357004049802
