Batch_ID,Time_Minutes,Phase,Temperature_C,Pressure_Bar,Humidity_Percent,Motor_Speed_RPM,Compression_Force_kN,Flow_Rate_LPM,Power_Consumption_kW,Vibration_mm_s
T012,0,Preparation,27.06514782424465,0.9310558620807957,43.8903441211739,0.0,0.0,0.0,2.356009120191717,0.1647333901228102
T012,1,Preparation,23.57119294167956,0.9608173466516574,43.45971697101562,0.0,0.0,0.0,1.614042858511918,0.07612288176760795
T012,2,Preparation,25.74799520453269,0.9213698920170986,42.3012558336082,0.0,0.0,0.0,1.608869866568364,0.1181201137589909
T012,3,Preparation,24.27433727751099,0.9877470851154466,51.15778951046406,0.0,0.0,0.0,1.351847218859025,0.08018808648056537
T012,4,Preparation,25.0119618375614,1.139182553144061,42.93354636925383,0.0,0.0,0.0,1.285415408926085,0.09875063979872441
T012,5,Preparation,27.57271532830347,0.7571263243234214,43.61562305451646,0.0,0.0,0.0,2.492588098426666,0.09499894362977454
T012,6,Preparation,25.57410162511863,0.8244325762804485,42.66258057546882,0.0,0.0,0.0,1.911992602002298,0.09039785708659404
T012,7,Preparation,22.12099730927865,1.078958536380541,42.6448536612479,0.0,0.0,0.0,1.820785052045262,0.1350105003336447
T012,8,Preparation,26.04212476076279,1.073628699538031,45.14785912776125,0.0,0.0,0.0,1.182229331677784,0.05151996176568531
T012,9,Preparation,27.5224188374667,1.182245041954085,43.10960917697281,0.0,0.0,0.0,2.201576320391688,0.05895512069132017
T012,10,Preparation,26.42897975901569,1.061562252314965,47.56312266763985,0.0,0.0,0.0,1.710827296108563,0.05245116589998064
T012,11,Preparation,25.78871950550483,1.059072530586789,46.19628606828774,0.0,0.0,0.0,1.643806698259651,0.1643614427549523
T012,12,Preparation,24.96569567278485,1.05182103957202,43.40690677000144,0.0,0.0,0.0,1.943351908555539,0.1669574313394585
T012,13,Preparation,23.79668480767131,0.9075315450365837,45.63589517026873,0.0,0.0,0.0,2.261190112160988,0.1409274512985096
T012,14,Preparation,25.6685508248726,1.14561661346171,40.87704178894167,0.0,0.0,0.0,2.110911453699506,0.1141138198675767
T012,15,Granulation,66.54767440916386,1.249640229848368,54.641792764706,148.8063917602882,0.0,4.481011589308345,16.5617317780153,2.476791157869952
T012,16,Granulation,64.07842296675155,1.136410240277102,54.96365897988826,131.4692621667818,0.0,4.81143573216741,17.5525703475101,2.020478031604735
T012,17,Granulation,66.17313558449935,1.145946740312609,51.1320149178603,140.7558204361397,0.0,5.339938433434069,15.09985902009122,2.457787645194414
T012,18,Granulation,65.816232438529,1.293595945176515,51.90662326707634,151.249413987208,0.0,5.04482968991172,14.50999121437867,2.762331025689443
T012,19,Granulation,65.17043062497228,1.049499413056572,48.23629144190413,129.4047830603712,0.0,4.787201121778803,15.59608837476205,2.65326434110973
T012,20,Granulation,66.29240927499744,1.245802802310542,53.01951177682622,143.009377433456,0.0,4.809884740814751,16.03644658381541,2.678758094766786
T012,21,Granulation,66.66822311504949,1.343433152925961,52.7993122725583,134.9985639442455,0.0,5.17091024227558,13.5946480924637,2.329006219901959
T012,22,Granulation,66.54981357225302,1.262959211617531,60.29086107989603,143.6396809755471,0.0,4.578790185585245,15.505640042878,2.499460737066386
T012,23,Granulation,68.58306008481175,1.36633674290579,56.79432118580557,150.8970933354557,0.0,4.974397564139301,15.27005503945691,2.423567442921228
T012,24,Granulation,65.04542173728159,1.031581054796527,52.99276963285676,158.9548059804737,0.0,5.455397863368834,13.35789521672083,1.93577782176728
T012,25,Granulation,66.15121049242995,1.148630729111785,52.14530915537755,135.1069903573641,0.0,4.808473325630727,15.30946764497685,2.273989350758173
T012,26,Granulation,63.09071146503294,1.284887176656511,58.32777150658423,161.6093411161249,0.0,5.485586157699847,12.99923547802819,2.405162115836343
T012,27,Granulation,65.04645813845892,1.181137993288391,55.81550777658345,155.7138058866821,0.0,3.850969963305777,14.07368192212563,2.489251585432074
T012,28,Granulation,65.22267362749947,1.272753478125083,52.96322720463254,139.0688101952515,0.0,4.866906269083469,15.17800749918099,2.601108055593555
T012,29,Granulation,63.69436663170453,1.291942308950877,48.43300899210468,150.4276164721408,0.0,5.643019221524024,14.95808709370729,1.996723237238937
T012,30,Granulation,65.03284460606535,1.252314225643544,51.20749311384865,146.7985994844639,0.0,4.624925552236402,15.35807993443634,2.954746465124108
T012,31,Granulation,62.67384059358965,1.055676896373895,48.74821941712212,161.9943293253281,0.0,4.646420338550429,15.83301331182623,2.076117145446792
T012,32,Granulation,67.41387032352478,1.264711018350548,58.52130573334225,169.3322339880737,0.0,4.797392462998292,14.82527783574024,2.708707751996891
T012,33,Granulation,68.27777576713041,1.078852386009234,57.23787177603521,141.9643574012857,0.0,4.973691059855006,17.72293485223377,2.127939564385489
T012,34,Drying,58.21181897330406,0.776559885206108,57.52854786443895,82.93686548598896,0.0,8.212600747510946,30.77993428517759,2.146070087221105
T012,35,Drying,57.16396986771065,0.7560167227408788,61.72923262254563,84.00436909796501,0.0,7.904831608182769,22.56759423456973,1.894169595484816
T012,36,Drying,56.42886665753468,0.8022556669859416,58.51614492577784,78.84198723004737,0.0,7.361814091172353,24.2865326788571,1.52159031920419
T012,37,Drying,55.21152695782066,0.7743992352133965,58.39031674185246,73.97430382488086,0.0,8.308175598528601,25.347883843746,1.684955675450804
T012,38,Drying,57.00414020326586,0.8412029395236842,59.02217634952908,81.14213498759081,0.0,8.377246751376589,25.15055022783771,1.988552662367473
T012,39,Drying,55.18336503733914,0.8283028496650499,58.50983875138499,77.50523087863536,0.0,6.928323440349997,20.55480807994182,1.680228856817226
T012,40,Drying,54.76480761145724,0.8061839741726465,57.3656768700909,84.61319105197225,0.0,6.140116797394729,26.38434823580274,1.975274105746828
T012,41,Drying,57.25747047498793,0.8960737776838019,52.04356984565705,82.89768929884352,0.0,6.394442460728623,24.78093770753383,1.595316532743787
T012,42,Drying,56.86687265292868,0.892471914548213,47.5801486319452,72.75525727959472,0.0,7.580014876908522,22.1318161632128,2.021927567385974
T012,43,Drying,56.9010343798806,0.5583302751113901,49.40592603138885,73.74646998008394,0.0,7.999315280847113,23.15494765366259,1.570516745171032
T012,44,Drying,55.97853497541092,0.761586861602636,49.25190094453844,81.24854721995732,0.0,8.961597333333426,26.40886705260371,1.560451761421498
T012,45,Drying,57.98898696821913,0.7277933586618204,45.43242102918499,77.5999815362498,0.0,7.518928892264185,27.51536726073304,2.038573473316227
T012,46,Drying,55.62742398297046,0.8074601728276615,42.46963228695461,90.96423961029765,0.0,9.322208873840397,25.28183814799103,1.799132209990846
T012,47,Drying,55.54931003263788,0.8255434719858309,39.79440808707159,86.39658687815712,0.0,8.224842728784756,27.48453802054729,1.811347061674644
T012,48,Drying,58.74993471272589,0.771959668461825,41.59041729107845,85.40128267126775,0.0,8.803972239364985,24.36437822513013,1.701892048711541
T012,49,Drying,57.75802657600631,0.7844903915591096,38.81504508994893,86.87129852347016,0.0,7.420186444667487,22.07998422314567,1.20063527625586
T012,50,Drying,56.40712509843396,0.705967977294784,32.33179173884704,82.01803055108219,0.0,9.157445715344624,30.31114362647624,2.181173853957766
T012,51,Drying,55.4646552480604,0.8903881620955195,31.66994085702542,83.5283458369048,0.0,8.854081957354099,27.9838333517249,2.051263573498922
T012,52,Drying,55.99822641372738,0.6956131114051727,36.03838891732197,91.07072589501523,0.0,7.747742092293941,26.10933991275135,1.801302069336396
T012,53,Drying,57.14046221848552,0.7646307197663266,25.00428503001783,72.79591423547151,0.0,7.543913018200266,25.32627070500874,2.192207616878429
T012,54,Drying,57.13454415970392,0.6997410851089677,31.03746593974508,79.26240106908436,0.0,7.495092159860601,21.8034050753758,1.861422430654032
T012,55,Drying,59.15378504883721,0.6665385258984944,25.48040979073241,86.67414235542333,0.0,7.512769274778997,23.94045812186587,1.813472118602539
T012,56,Drying,55.80302589393286,0.803600237544835,25.82649452495435,84.16385962874527,0.0,6.759303367853109,20.27583309080281,1.561439262809155
T012,57,Drying,56.30914635596198,0.8553553711436358,26.86317005955501,81.7188453036201,0.0,8.180437114024125,25.09484181337064,1.831340653268863
T012,58,Drying,55.71203687915752,0.7557399580342371,17.97584685803794,75.79888036466238,0.0,7.908941406388755,28.10921810206262,1.54855552142002
T012,59,Drying,55.35090329448644,0.6491788806390475,21.52085511436419,78.27054961286953,0.0,8.743962898552923,23.49177271297818,1.756617038086699
T012,60,Drying,55.90122816006891,0.897223570569142,20.97858152862844,91.49597006336793,0.0,7.636370760291716,21.48864911361957,1.5960038547899
