Batch_ID,Time_Minutes,Phase,Temperature_C,Pressure_Bar,Humidity_Percent,Motor_Speed_RPM,Compression_Force_kN,Flow_Rate_LPM,Power_Consumption_kW,Vibration_mm_s
T018,0,Preparation,26.77306452550954,1.013562258644436,43.93301700421591,0.0,0.0,0.0,1.699728897407021,0.05608831704362111
T018,1,Preparation,27.57296030411315,1.093200785492351,41.42789750815468,0.0,0.0,0.0,1.211035323134723,0.03629392678903035
T018,2,Preparation,28.6405820686095,0.9156713717012035,47.37118547462073,0.0,0.0,0.0,1.698258657282542,0.09418889476606215
T018,3,Preparation,23.24342909144834,1.053729606077395,44.88926175371912,0.0,0.0,0.0,2.751238127318599,0.09296789438524682
T018,4,Preparation,24.35086509147904,0.8187638767314268,42.58499744015339,0.0,0.0,0.0,1.224236524910848,0.09312066026954544
T018,5,Preparation,23.47882049213978,1.042182546921851,48.39191449409807,0.0,0.0,0.0,1.944969384427973,0.11936490677119
T018,6,Preparation,24.71667040950243,1.060908317171284,49.309462021535,0.0,0.0,0.0,2.800715703197119,0.08839878188553277
T018,7,Preparation,23.9931435079047,0.9333787469132435,47.50527897767337,0.0,0.0,0.0,2.070097949400214,0.1145553429514988
T018,8,Preparation,26.05338701511839,0.9279666353680183,45.68660774107375,0.0,0.0,0.0,0.7843400450934626,0.1132397149334154
T018,9,Preparation,25.41696233426551,0.9437093646332291,43.85667051775734,0.0,0.0,0.0,1.483845460140361,0.09938102602364439
T018,10,Preparation,25.35334473793434,0.900614335723867,48.7483866712036,0.0,0.0,0.0,1.894022073227848,0.1603109484722902
T018,11,Preparation,27.47542824442557,0.9221652714431903,43.13669275464741,0.0,0.0,0.0,2.137322428231665,0.1782585369816756
T018,12,Preparation,27.26752311203126,1.005177579140015,45.81572850599325,0.0,0.0,0.0,2.149085735937506,0.03227280538653418
T018,13,Preparation,26.43771474403502,1.034938328431008,41.97995165206463,0.0,0.0,0.0,2.605881076322635,0.02480298825383229
T018,14,Preparation,23.56617781535674,0.9794939170163838,47.32671786975789,0.0,0.0,0.0,2.240989106857942,0.1044836003607419
T018,15,Preparation,22.86010669683216,1.050762102757682,39.40281651887969,0.0,0.0,0.0,1.832264395693625,0.1226002846745494
T018,16,Preparation,25.65007038801273,0.9945213347114461,41.88727647302613,0.0,0.0,0.0,3.359375701460339,0.1924356785951696
T018,17,Preparation,24.52787226357088,1.060002506650036,48.91463275391877,0.0,0.0,0.0,2.830164632112589,0.1169832105623252
T018,18,Granulation,65.40406330012638,1.2778348680827,46.38853876513797,156.5909952075888,0.0,5.40494754463125,14.73776456973879,2.423135057346447
T018,19,Granulation,67.29767469034121,1.153521892925232,57.14456759815782,155.6279748237504,0.0,5.175365237043294,14.91141687101611,2.920469583532047
T018,20,Granulation,65.93683540352204,1.353887931633647,65.06276367911066,162.1886186184556,0.0,5.371830074263187,14.15881789623563,2.342918358457973
T018,21,Granulation,66.06665577731657,1.089899265257626,54.87014837968518,145.8759803852206,0.0,4.329231125605762,12.99474913713397,2.550661937565405
T018,22,Granulation,65.34550618231815,1.185334946522534,53.14097214130991,121.4346835565822,0.0,5.057735835501854,14.21048439629873,2.726134700432702
T018,23,Granulation,68.28906769282419,1.069420872080529,59.1246727097628,129.8395218893245,0.0,5.810015619825983,12.6428814860648,2.071243283253554
T018,24,Granulation,66.23700884668295,1.39266091723168,49.44183633511797,158.5699873776174,0.0,5.046595894725361,16.67026005747849,2.938352734416984
T018,25,Granulation,67.82144709557443,1.164472322346689,50.73210421599569,157.9418437189596,0.0,4.311814474002455,14.67706128255156,2.877069462929835
T018,26,Granulation,65.48709044113744,1.19579140940581,52.33380268150066,160.377523061112,0.0,5.492838265749908,20.06034833162959,3.203042288973169
