Batch_ID,Time_Minutes,Phase,Temperature_C,Pressure_Bar,Humidity_Percent,Motor_Speed_RPM,Compression_Force_kN,Flow_Rate_LPM,Power_Consumption_kW,Vibration_mm_s
T001,0,Preparation,22.84487552897373,1.023866023450387,39.0899559239243,0.0,0.0,0.0,2.022777570150748,0.1520485568965053
T001,1,Preparation,24.8929488774873,1.170301389572878,46.60804243351626,0.0,0.0,0.0,1.16499661975138,0.07839544655781534
T001,2,Preparation,26.78232950121289,0.8683809994753933,47.70128362931944,0.0,0.0,0.0,2.613171951067031,0.08286782715620972
T001,3,Preparation,26.01679207008184,0.9923484014648591,45.71524894697745,0.0,0.0,0.0,1.830001289645454,0.1091487706358343
T001,4,Preparation,26.86591627098689,1.057775211328025,43.30816493843325,0.0,0.0,0.0,2.804104448755933,0.1958926273003971
T001,5,Preparation,22.85344602025918,1.08167512899785,48.12261854186205,0.0,0.0,0.0,1.834576053438749,0.0614400247587411
T001,6,Preparation,23.49788564210107,1.159708209408633,45.58091431123111,0.0,0.0,0.0,2.051167815106254,0.09651295546339331
T001,7,Preparation,24.46617155784244,0.9727820871742155,41.6201811288566,0.0,0.0,0.0,2.162848346432024,0.08220007659735674
T001,8,Preparation,25.25859677911091,1.167036062505804,46.40114528742033,0.0,0.0,0.0,2.157447599821088,0.08092497274531683
T001,9,Preparation,25.06077668455839,1.087647646351368,42.43526471274514,0.0,0.0,0.0,2.563892460193569,0.05282572944839489
T001,10,Preparation,24.36218575181229,0.9930110760454944,43.7249112462556,0.0,0.0,0.0,2.003799953037626,0.01937081796204869
T001,11,Preparation,25.88083241091256,1.150324239899695,49.13770764348673,0.0,0.0,0.0,3.443070479604197,0.0118867367811622
T001,12,Preparation,28.73417167356395,0.9019207542355612,45.77763197206698,0.0,0.0,0.0,3.254900426149739,0.04779590350360468
T001,13,Preparation,26.05831916698924,0.9599442381125101,44.8097181073723,0.0,0.0,0.0,1.681167220702549,0.050028907363585
T001,14,Preparation,25.88250923890223,0.9536782651366451,41.93308421462287,0.0,0.0,0.0,2.46849925786189,0.09255239674828697
T001,15,Preparation,27.53030746977068,1.019821562225497,44.54589322254871,0.0,0.0,0.0,2.566065246881653,0.1186677932538975
T001,16,Preparation,28.24305454340793,0.9459234816323036,43.69250766341627,0.0,0.0,0.0,2.005002277340025,0.162783644736173
T001,17,Preparation,24.67145814329087,0.8604951501558131,46.0420418208327,0.0,0.0,0.0,1.369235546662906,0.09122025287850252
T001,18,Preparation,23.48865491896452,0.9024701791263888,38.94161180825052,0.0,0.0,0.0,2.491469707857178,0.09758255674855422
T001,19,Preparation,23.597151255201,0.9485207745673745,48.2330446554397,0.0,0.0,0.0,1.537697017081497,0.05783788902768385
T001,20,Preparation,25.76729009223342,1.066802596870911,44.82746791508171,0.0,0.0,0.0,2.987442769890535,0.08940758194384879
